Vehicle_ID,Region_Code,Odometer_Reading,Purchase_Date,Vehicle_Age_Years,Daily_Commute,Service_Type
VH-1709,East,23122,2023-02-25,2,,Oil_Change
VH-1710,East,16607,2023-05-07,2,37.247887577668536,Oil_Change
VH-1711,West,174117,2010-06-20,15,34.80425654324295,Major_Service
VH-1712,Central,47168,2021-07-18,3,32.662867828087336,Tire_Rotation
VH-1713,West,145192,2012-12-25,12,28.81911604941605,Major_Service
VH-1714,East,76688,2018-09-25,6,28.950193750200906,Major_Service
VH-1715,West,87305,2017-12-17,7,27.962497602561356,Tire_Rotation
VH-1716,North,175261,2010-06-05,15,9.76916338013616,Major_Service
VH-1717,Central,109689,2015-10-29,9,21.498459796857922,Major_Service
VH-1718,South,26641,2022-07-08,2,27.559817088248572,Oil_Change
VH-1719,West,155951,2011-11-28,13,,Major_Service
VH-1720,North,44856,2021-06-06,4,28.41327239962482,Tire_Rotation
VH-1721,South,84083,2017-08-12,7,8.793463256711131,Major_Service
VH-1722,South,174935,2010-06-12,15,,Major_Service
VH-1723,South,66308,2018-12-18,6,40.56603758834334,Tire_Rotation
VH-1724,North,27372,2022-07-14,2,22.73626782366495,Oil_Change
VH-1725,East,159787,2012-04-28,13,37.438890589506826,Major_Service
VH-1726,North,172331,2010-05-29,15,34.22689770645334,Oil_Change
VH-1727,East,141263,2012-11-12,12,40.31394130252155,Major_Service
VH-1728,Central,113142,2016-03-26,9,22.28896364685652,Major_Service
VH-1729,West,87630,2018-04-24,7,27.244963028153144,Tire_Rotation
VH-1730,Central,147992,2012-10-09,12,39.573361242290765,Major_Service
VH-1731,South,140357,2013-06-26,12,16.374193262601707,Major_Service
VH-1732,Central,87746,2017-07-29,7,25.858231890285822,Major_Service
VH-1733,West,152964,2012-05-22,13,37.12356756776743,Major_Service
VH-1734,North,98756,2017-07-29,7,42.535079202201686,Major_Service
VH-1735,South,84845,2017-10-22,7,30.608947573567605,Major_Service
VH-1736,East,54284,2020-12-23,4,28.058126210239752,Tire_Rotation
VH-1737,South,77706,2017-09-10,7,25.704315257244463,Oil_Change
VH-1738,Central,112038,2015-06-18,10,31.46787386226398,Tire_Rotation
VH-1739,Central,68113,2019-01-08,6,20.526329928218548,Tire_Rotation
VH-1740,North,55795,2020-02-22,5,18.615656274434226,Oil_Change
VH-1741,South,173526,2011-03-10,14,37.03229411900096,Major_Service
VH-1742,Central,31488,2021-08-20,3,28.59828101931248,Oil_Change
VH-1743,East,176116,2010-10-25,14,36.638422739650736,Major_Service
VH-1744,West,131130,2014-03-05,11,29.73021428170593,Major_Service
VH-1745,North,132319,2013-09-07,11,,Major_Service
VH-1746,South,168817,2010-12-24,14,32.76692123036898,Major_Service
VH-1747,West,104931,2016-07-13,8,38.046441141294345,Major_Service
VH-1748,South,96862,2017-03-18,8,13.551671492602058,Major_Service
VH-1749,West,172326,2010-01-23,15,39.481410856816616,Major_Service
VH-1750,East,33074,2022-08-19,2,21.692516232079846,Oil_Change
VH-1751,Central,48018,2020-08-28,4,,Tire_Rotation
VH-1752,West,138627,2012-11-05,12,22.829057722005217,Major_Service
VH-1753,West,120173,2015-03-16,10,26.68300731952384,Major_Service
VH-1754,East,36513,2022-03-13,3,17.118222386209467,Oil_Change
VH-1755,East,157093,2012-04-08,13,50.03260084964349,Major_Service
VH-1756,West,135112,2013-06-16,12,36.99686574976281,Major_Service
VH-1757,North,57931,2019-09-02,5,20.677636622822796,Tire_Rotation
VH-1758,South,72814,2019-03-27,6,29.564556175480455,Tire_Rotation
VH-1759,Central,100315,2016-05-24,9,31.45320089948798,Major_Service
VH-1760,Central,153071,2011-09-10,13,29.50477848970121,Major_Service
VH-1761,East,54725,2021-01-01,4,37.70129524580697,Tire_Rotation
VH-1762,North,26307,2023-02-27,2,33.11925684719481,Oil_Change
VH-1763,South,43916,2021-12-31,3,14.556981223439749,Oil_Change
VH-1764,West,28386,2022-03-26,3,38.815689463682276,Oil_Change
VH-1765,North,64404,2020-05-28,5,36.8456859139998,Tire_Rotation
VH-1766,East,124618,2014-05-05,11,28.54216018227065,Major_Service
VH-1767,Central,132922,2013-12-18,11,49.03363128296439,Major_Service
VH-1768,Central,181178,2010-08-17,14,42.54452328013301,Major_Service
VH-1769,West,32889,2022-10-10,2,11.454395433473678,Oil_Change
VH-1770,Central,82257,2017-09-01,7,30.06545017356536,Major_Service
VH-1771,North,93471,2017-02-25,8,45.06973138851974,Major_Service
VH-1772,Central,123768,2015-01-30,10,34.23389900607334,Major_Service
VH-1773,South,79249,2018-08-20,6,29.623380188994446,Tire_Rotation
VH-1774,West,137059,2013-07-23,11,24.601622416649345,Major_Service
VH-1775,North,94945,2017-02-21,8,18.347693507284788,Major_Service
VH-1776,South,55010,2020-11-15,4,27.347983736846704,Tire_Rotation
VH-1777,South,98841,2016-10-15,8,22.97861485686502,Major_Service
VH-1778,North,172202,2010-02-13,15,,Major_Service
VH-1779,Central,19175,2023-05-15,2,27.344032048909796,Oil_Change
VH-1780,South,115588,2016-01-07,9,28.254864562771797,Major_Service
VH-1781,West,89293,2017-04-12,8,36.935970840749654,Major_Service
VH-1782,Central,114673,2015-06-27,10,50.04656870392009,Major_Service
VH-1783,East,48402,2021-01-16,4,24.014364591812175,Tire_Rotation
VH-1784,South,108200,2016-03-24,9,35.576118292724715,Major_Service
VH-1785,East,161984,2010-05-14,15,34.22649792930975,Major_Service
VH-1786,Central,150662,2011-12-14,13,31.61425661761896,Major_Service
VH-1787,North,140796,2013-06-04,12,36.097698961645065,Major_Service
VH-1788,Central,88078,2017-05-06,8,48.346566967817694,Major_Service
VH-1789,West,12386,2023-08-02,1,7.877538780992836,Oil_Change
VH-1790,East,59822,2020-04-04,5,21.57758276641223,Tire_Rotation
VH-1791,South,54089,2019-12-29,5,37.632441511927986,Tire_Rotation
VH-1792,East,119725,2014-08-24,10,33.92588872480603,Major_Service
VH-1793,North,141341,2013-02-20,12,,Major_Service
VH-1794,South,41939,2020-11-04,4,6.1730379466890675,Tire_Rotation
VH-1795,Central,187705,2010-01-31,15,40.530538660429166,Major_Service
VH-1796,Central,59394,2020-03-08,5,33.27492856621945,Tire_Rotation
VH-1797,Central,70221,2019-05-26,6,32.78245865814584,Tire_Rotation
VH-1798,North,75815,2019-02-24,6,29.152827430030875,Oil_Change
VH-1799,Central,62797,2020-02-25,5,14.104169842219838,Tire_Rotation
VH-1800,East,142030,2012-10-20,12,27.94266552332563,Major_Service
VH-1801,South,102071,2016-12-17,8,,Major_Service
VH-1802,West,116029,2015-01-01,10,25.40447943354905,Major_Service
VH-1803,Central,69524,2018-12-01,6,26.64522984025257,Tire_Rotation
VH-1804,East,79790,2018-05-30,7,32.47693831286431,Oil_Change
VH-1805,West,177457,2010-03-23,15,48.19579638769649,Major_Service
VH-1806,Central,60197,2019-09-27,5,48.47160550104485,Tire_Rotation
VH-1807,East,69157,2018-11-02,6,22.5979631207408,Tire_Rotation
VH-1808,South,128858,2014-05-07,11,,Major_Service
VH-1809,South,93168,2017-02-04,8,31.579129833427835,Major_Service
VH-1810,West,102290,2015-03-08,10,32.1193088645261,Major_Service
VH-1811,East,70254,2018-12-26,6,36.525736110687006,Tire_Rotation
VH-1812,South,87106,2018-04-26,7,22.983163129399543,Tire_Rotation
VH-1813,West,51041,2020-02-18,5,48.91986916202238,Tire_Rotation
VH-1814,North,100408,2016-06-27,9,32.09355267831809,Major_Service
VH-1815,East,86967,2017-06-15,8,27.777523498520324,Major_Service
VH-1816,North,96114,2016-08-06,8,32.25642764726418,Major_Service
VH-1817,East,69729,2019-02-17,6,41.95780873788017,Tire_Rotation
VH-1818,West,88175,2017-01-08,8,34.95988013561798,Major_Service
VH-1819,Central,130687,2013-10-24,11,26.351005999900586,Major_Service
VH-1820,South,24346,2022-09-25,2,50.12263042863712,Oil_Change
VH-1821,North,64210,2019-12-23,5,37.00575390119754,Tire_Rotation
VH-1822,Central,32702,2022-09-21,2,28.130075355984577,Oil_Change
VH-1823,East,162186,2011-03-03,14,28.237723364111112,Major_Service
VH-1824,West,81372,2017-11-28,7,27.24694432844022,Tire_Rotation
VH-1825,West,18689,2023-09-08,1,47.813571012221914,Oil_Change
VH-1826,West,144638,2013-02-26,12,42.297506247373704,Major_Service
VH-1827,West,96303,2017-06-16,8,37.75919466660835,Major_Service
VH-1828,Central,161141,2011-11-09,13,11.464736054591398,Major_Service
VH-1829,East,79242,2018-05-18,7,24.114226329605014,Tire_Rotation
VH-1830,West,134455,2014-07-13,10,27.992340771823514,Major_Service
VH-1831,Central,116078,2016-02-01,9,10.650780558013345,Major_Service
VH-1832,East,34792,2022-06-11,3,38.553885976998615,Oil_Change
VH-1833,East,80584,2018-05-13,7,27.666351348543497,Tire_Rotation
VH-1834,South,33818,2022-06-22,3,46.91312746440153,Oil_Change
VH-1835,West,111306,2015-08-03,9,28.191843247266817,Major_Service
VH-1836,East,76608,2018-09-23,6,25.794664441048027,Major_Service
VH-1837,South,178978,2010-07-10,14,44.18827610805268,Major_Service
VH-1838,Central,106290,2016-06-21,9,33.1795068786648,Major_Service
VH-1839,East,158715,2011-12-29,13,11.14608140440151,Major_Service
VH-1840,North,41638,2021-03-03,4,13.273640430414162,Tire_Rotation
VH-1841,West,81212,2018-09-18,6,17.602320461598815,Tire_Rotation
VH-1842,Central,27904,2022-10-04,2,47.10140157663417,Oil_Change
VH-1843,South,62095,2020-03-12,5,31.227621333205658,Tire_Rotation
VH-1844,West,169240,2010-08-12,14,23.609706448050737,Major_Service
VH-1845,Central,37393,2021-12-28,3,,Oil_Change
VH-1846,Central,46648,2021-01-19,4,,Tire_Rotation
VH-1847,South,12818,2023-04-03,2,26.459690861633042,Oil_Change
VH-1848,North,163952,2011-01-23,14,42.42924243427139,Major_Service
VH-1849,Central,39550,2022-04-29,3,10.0436611645397,Oil_Change
VH-1850,East,175430,2010-06-17,15,55.777174489597485,Major_Service
VH-1851,South,39314,2022-05-01,3,26.061728823571453,Oil_Change
VH-1852,East,170499,2011-03-23,14,31.75485383278478,Major_Service
VH-1853,West,78907,2018-07-16,6,,Tire_Rotation
VH-1854,West,14552,2023-06-11,2,41.439247372300336,Oil_Change
VH-1855,Central,126311,2014-03-11,11,,Major_Service
VH-1856,Central,157628,2011-11-01,13,30.688313489444123,Tire_Rotation
VH-1857,North,164656,2012-05-06,13,22.773718059807095,Major_Service
VH-1858,East,32589,2022-12-25,2,22.641763225939073,Oil_Change
VH-1859,West,140331,2013-04-30,12,42.733464641553766,Tire_Rotation
VH-1860,West,60652,2019-12-25,5,32.85821526861066,Tire_Rotation
VH-1861,East,108384,2015-12-16,9,,Major_Service
VH-1862,South,162106,2011-11-17,13,37.23761584719624,Major_Service
VH-1863,East,67323,2019-02-13,6,37.7186223533088,Tire_Rotation
VH-1864,West,99999,2016-11-02,8,38.413890003268996,Major_Service
VH-1865,West,87233,2018-01-05,7,36.30404569966826,Tire_Rotation
VH-1866,West,21292,2023-01-09,2,22.612642091676005,Oil_Change
VH-1867,North,121214,2015-03-21,10,32.443710884049125,Major_Service
VH-1868,North,101851,2017-01-13,8,40.00049828611574,Major_Service
VH-1869,East,32949,2022-12-06,2,27.367815746814788,Oil_Change
VH-1870,East,174436,2010-05-18,15,31.037145023672945,Major_Service
VH-1871,North,150733,2012-02-12,13,,Major_Service
VH-1872,West,74185,2019-10-02,5,38.30231072488606,Oil_Change
VH-1873,East,167218,2011-08-25,13,,Major_Service
VH-1874,East,58354,2020-07-15,4,33.48725526711553,Tire_Rotation
VH-1875,North,103970,2015-09-28,9,29.023991530836142,Major_Service
VH-1876,Central,162197,2011-03-14,14,45.4026144937252,Major_Service
VH-1877,South,154017,2011-03-24,14,,Major_Service
VH-1878,South,78959,2018-07-05,6,,Tire_Rotation
VH-1879,North,177523,2010-10-12,14,41.8209085948339,Major_Service
VH-1880,North,54798,2020-08-21,4,25.272980252414328,Tire_Rotation
VH-1881,North,167702,2010-08-24,14,33.887965635839315,Major_Service
VH-1882,West,50669,2021-01-02,4,33.67097825838842,Tire_Rotation
VH-1883,East,33951,2022-02-19,3,34.6654818139183,Oil_Change
VH-1884,West,42595,2021-04-18,4,34.315833877944485,Tire_Rotation
VH-1885,North,153278,2012-05-24,13,28.54858800414224,Major_Service
VH-1886,West,121100,2014-07-16,10,24.472400561295434,Major_Service
VH-1887,Central,132431,2014-03-05,11,35.36057383780493,Major_Service
VH-1888,Central,37546,2022-04-12,3,29.03113129426776,Oil_Change
VH-1889,South,132075,2013-09-11,11,17.865714765918415,Major_Service
VH-1890,West,89615,2017-08-06,7,53.65350364354971,Major_Service
VH-1891,Central,28186,2022-05-08,3,32.934587444397124,Oil_Change
VH-1892,East,172832,2010-04-18,15,42.537072636125416,Major_Service
VH-1893,West,151863,2012-04-30,13,49.846548537857586,Major_Service
VH-1894,West,33187,2022-05-11,3,27.78047060663715,Oil_Change
VH-1895,West,164082,2011-04-12,14,10.360942784366319,Major_Service
VH-1896,North,83014,2018-01-23,7,38.56386208922898,Tire_Rotation
VH-1897,North,33190,2022-01-20,3,31.57105048534822,Oil_Change
VH-1898,West,142232,2012-10-31,12,,Major_Service
VH-1899,East,78941,2018-03-06,7,40.208110122389456,Tire_Rotation
VH-1900,East,42826,2021-01-18,4,28.50045013798908,Tire_Rotation
VH-1901,North,60028,2021-05-09,4,33.526240707844046,Tire_Rotation
VH-1902,South,17792,2023-07-06,1,23.64902386965781,Oil_Change
VH-1903,West,56455,2020-03-13,5,28.51618802718348,Tire_Rotation
VH-1904,West,64785,2020-03-13,5,43.127456126203626,Tire_Rotation
VH-1905,North,174615,2011-02-19,14,16.17545102110958,Major_Service
VH-1906,North,32558,2022-03-19,3,12.987846146412668,Oil_Change
VH-1907,North,134926,2015-01-03,10,34.662605160257826,Major_Service
VH-1908,South,145252,2012-07-12,12,24.65926685578801,Major_Service
VH-1909,East,175494,2010-11-11,14,-9.198807552200115,Major_Service
VH-1910,East,80741,2017-10-19,7,21.729314025467147,Tire_Rotation
VH-1911,West,139303,2012-07-28,12,37.956086400755595,Major_Service
VH-1912,Central,40173,2021-04-11,4,26.516323011842875,Major_Service
VH-1913,Central,79150,2018-10-09,6,32.55580664417762,Tire_Rotation
VH-1914,East,157852,2012-05-01,13,50.78105728131722,Major_Service
VH-1915,East,70985,2019-03-19,6,30.74581155815376,Tire_Rotation
VH-1916,North,117837,2015-10-07,9,4.814596604258874,Major_Service
VH-1917,South,102384,2016-03-09,9,31.191622962731827,Major_Service
VH-1918,South,115649,2014-08-11,10,34.9848081357185,Major_Service
VH-1919,North,92751,2017-10-13,7,25.395285049476815,Major_Service
VH-1920,North,118946,2014-07-24,10,28.02159742268646,Major_Service
VH-1921,North,154731,2012-02-04,13,16.9859677143314,Major_Service
VH-1922,West,117954,2014-04-27,11,18.21376915176776,Major_Service
VH-1923,Central,122805,2013-11-21,11,23.882350132926746,Major_Service
VH-1924,South,68469,2019-07-03,6,,Tire_Rotation
VH-1925,East,175042,2011-02-14,14,23.676635725587197,Major_Service
VH-1926,South,63551,2019-03-04,6,29.89830466166576,Tire_Rotation
VH-1927,North,99514,2015-10-17,9,21.295060400312096,Tire_Rotation
VH-1928,East,152938,2012-07-23,12,16.62359324536482,Major_Service
VH-1929,South,107725,2015-07-31,9,,Major_Service
VH-1930,West,27010,2022-07-22,2,56.28490800685074,Oil_Change
VH-1931,North,21210,2022-12-28,2,31.98428615159377,Oil_Change
VH-1932,North,140851,2013-04-24,12,26.28677905161304,Major_Service
VH-1933,Central,159785,2011-07-12,13,37.67348431044708,Major_Service
VH-1934,North,74169,2019-01-21,6,27.36722235280327,Tire_Rotation
VH-1935,East,58893,2020-09-04,4,33.27914248622131,Tire_Rotation
VH-1936,East,110786,2015-07-26,9,,Major_Service
VH-1937,Central,25426,2023-04-03,2,20.682397523384473,Oil_Change
VH-1938,East,88144,2017-09-09,7,28.99803759495139,Major_Service
VH-1939,Central,129644,2015-04-14,10,37.62843535896355,Major_Service
VH-1940,South,145995,2012-09-06,12,34.2057901062818,Major_Service
VH-1941,South,66456,2020-04-28,5,18.02881671928328,Tire_Rotation
VH-1942,North,55353,2020-10-03,4,40.357482605815164,Tire_Rotation
VH-1943,South,139267,2013-04-01,12,41.00517318653316,Major_Service
VH-1944,South,159482,2011-08-04,13,33.994208104989426,Major_Service
VH-1945,West,119593,2015-05-23,10,26.177485884641413,Major_Service
VH-1946,East,161468,2011-07-08,13,39.21732319016538,Major_Service
VH-1947,North,134051,2013-09-06,11,13.695793998690114,Major_Service
VH-1948,South,76601,2018-02-04,7,44.89792870777558,Tire_Rotation
VH-1949,South,95651,2017-01-24,8,38.473488456042084,Major_Service
VH-1950,North,70245,2018-12-30,6,8.602809388890012,Tire_Rotation
VH-1951,West,20665,2023-01-12,2,17.933194707278567,Oil_Change
VH-1952,North,105872,2016-03-14,9,40.0943322089486,Tire_Rotation
VH-1953,South,139101,2013-05-19,12,14.51747899492844,Major_Service
VH-1954,Central,105141,2016-01-20,9,31.94632096957298,Major_Service
VH-1955,Central,126622,2014-06-24,11,24.908595101685755,Major_Service
VH-1956,West,113276,2015-06-23,10,,Major_Service
VH-1957,North,75787,2018-10-29,6,18.173756931962103,Major_Service
VH-1958,South,119136,2014-07-18,10,35.238363010194995,Major_Service
VH-1959,South,23417,2023-05-27,2,42.572593356952694,Oil_Change
VH-1960,South,29330,2022-09-15,2,34.53851286929162,Oil_Change
VH-1961,Central,29608,2022-08-31,2,27.14120078492828,Oil_Change
VH-1962,East,91852,2016-11-08,8,,Major_Service
VH-1963,South,123405,2014-07-15,10,41.59309194968383,Major_Service
VH-1964,South,156436,2011-10-30,13,19.480423090341134,Major_Service
VH-1965,North,29027,2022-10-02,2,28.840791310757737,Oil_Change
VH-1966,South,107080,2015-08-19,9,12.068193453074585,Major_Service
VH-1967,North,153810,2012-05-19,13,24.50022122251291,Major_Service
VH-1968,South,77396,2018-09-17,6,32.83929219833687,Tire_Rotation
VH-1969,West,164280,2011-07-31,13,28.664970835805665,Major_Service
VH-1970,Central,89570,2017-08-29,7,22.631470223484843,Major_Service
VH-1971,West,69591,2019-10-24,5,,Tire_Rotation
VH-1972,South,71214,2019-08-03,5,,Tire_Rotation
VH-1973,West,170879,2011-02-07,14,46.27963688225857,Major_Service
VH-1974,North,79842,2018-01-27,7,40.055360054972084,Tire_Rotation
VH-1975,Central,150984,2012-04-01,13,34.533043117070655,Major_Service
VH-1976,North,150240,2012-05-31,13,33.13082788048723,Major_Service
VH-1977,Central,120992,2014-06-11,11,,Major_Service
VH-1978,South,126715,2014-02-10,11,34.75317298550936,Major_Service
VH-1979,South,105702,2016-04-01,9,28.195066174487685,Major_Service
VH-1980,East,90406,2017-11-15,7,42.782848326552,Major_Service
VH-1981,Central,73437,2019-07-23,5,3.1535730234613837,Tire_Rotation
VH-1982,West,89517,2018-01-21,7,32.103862884965004,Tire_Rotation
VH-1983,East,159095,2011-10-03,13,50.13989591044442,Major_Service
VH-1984,West,58835,2020-10-17,4,47.35171296672425,Tire_Rotation
VH-1985,Central,55339,2020-03-29,5,40.20349040311824,Tire_Rotation
VH-1986,East,27688,2021-11-29,3,,Oil_Change
VH-1987,North,110401,2015-09-03,9,28.557192494931716,Major_Service
VH-1988,East,158070,2011-06-17,14,47.11135506023439,Major_Service
VH-1989,West,180043,2010-01-10,15,19.80358072453493,Major_Service
VH-1990,Central,29636,2022-01-24,3,32.62914211156254,Oil_Change
VH-1991,North,60369,2019-11-16,5,35.95292217618413,Tire_Rotation
VH-1992,East,163126,2011-03-22,14,36.58937882157672,Major_Service
VH-1993,West,123486,2015-03-29,10,22.93891543683636,Major_Service
VH-1994,West,156293,2012-05-03,13,,Major_Service
VH-1995,North,81603,2018-05-27,7,,Tire_Rotation
VH-1996,Central,32750,2022-10-07,2,42.88234573704165,Oil_Change
VH-1997,South,119502,2014-06-01,11,37.93098656402581,Major_Service
VH-1998,East,111911,2017-06-16,8,,Major_Service
VH-1999,West,79588,2018-11-29,6,32.10842039276694,Tire_Rotation
VH-2000,Central,75101,2018-02-12,7,41.673975207865375,Tire_Rotation
VH-2001,East,54258,2020-11-11,4,29.33548584782668,Tire_Rotation
VH-2002,Central,141706,2013-02-11,12,11.618824429443961,Major_Service
VH-2003,West,105830,2016-11-17,8,51.94461344499974,Major_Service
VH-2004,North,31630,2022-03-21,3,34.401545194072064,Oil_Change
VH-2005,West,62905,2018-11-28,6,26.185015144126933,Tire_Rotation
VH-2006,East,31686,2022-08-05,2,23.892836874706024,Tire_Rotation
VH-2007,West,47994,2020-10-04,4,23.556089174593975,Tire_Rotation
VH-2008,East,96952,2016-12-23,8,51.70962299361919,Major_Service
VH-2009,Central,44671,2021-09-15,3,25.792964081161802,Oil_Change
VH-2010,North,104933,2016-07-03,9,48.146511765580826,Major_Service
VH-2011,West,54221,2020-05-18,5,,Tire_Rotation
VH-2012,Central,78581,2018-11-12,6,,Oil_Change
VH-2013,West,176289,2010-07-29,14,30.790120185188698,Major_Service
VH-2014,East,177394,2010-02-27,15,60.52445460783622,Major_Service
VH-2015,Central,41784,2021-03-04,4,26.482754364219492,Tire_Rotation
VH-2016,South,59395,2020-04-26,5,38.78267728161855,Tire_Rotation
VH-2017,West,159865,2011-09-01,13,27.2684195681297,Major_Service
VH-2018,South,39960,2021-09-11,3,26.980189445850673,Oil_Change
VH-2019,West,180840,2010-03-06,15,17.58168972388553,Major_Service
VH-2020,West,20238,2023-03-11,2,34.744968381728945,Oil_Change
VH-2021,North,90759,2017-09-18,7,29.736845551499204,Tire_Rotation
VH-2022,North,46111,2021-06-29,4,6.457419267528689,Tire_Rotation
VH-2023,South,60695,2019-12-11,5,22.430389039539183,Tire_Rotation
VH-2024,West,141688,2013-06-18,12,35.1754901155097,Major_Service
VH-2025,East,68786,2020-01-02,5,21.56639772799711,Tire_Rotation
VH-2026,Central,13300,2023-02-24,2,44.05839316993369,Oil_Change
VH-2027,West,57531,2020-03-24,5,26.502304074910143,Tire_Rotation
VH-2028,West,52694,2020-12-10,4,11.082360350606276,Tire_Rotation
VH-2029,East,49623,2020-08-14,4,,Tire_Rotation
VH-2030,South,98143,2016-10-22,8,31.441826631318,Major_Service
VH-2031,South,171381,2011-01-18,14,30.661336554060455,Major_Service
VH-2032,Central,62345,2019-07-02,6,23.174971150055512,Tire_Rotation
VH-2033,West,46791,2021-04-13,4,43.52975759256279,Tire_Rotation
VH-2034,South,21101,2023-03-04,2,48.32451395844849,Oil_Change
VH-2035,North,167968,2010-11-06,14,25.958147392537537,Major_Service
VH-2036,Central,107736,2016-01-17,9,53.09656629363961,Major_Service
VH-2037,West,88082,2017-05-27,8,21.377090358612982,Major_Service
VH-2038,East,96933,2017-05-17,8,36.09428134311649,Major_Service
VH-2039,North,76136,2018-04-01,7,34.61501800777132,Tire_Rotation
VH-2040,Central,47276,2021-06-19,4,30.48995105411052,Tire_Rotation
VH-2041,North,86868,2018-01-02,7,32.55401404678224,Tire_Rotation
VH-2042,North,95669,2016-12-15,8,,Major_Service
VH-2043,East,176755,2010-06-05,15,31.296309167478196,Major_Service
VH-2044,West,37146,2021-08-18,3,35.492745167075185,Oil_Change
VH-2045,West,140558,2013-02-04,12,32.69540562354925,Major_Service
VH-2046,East,67582,2020-02-28,5,20.378582910145425,Tire_Rotation
VH-2047,East,176434,2010-03-24,15,33.21043657619403,Major_Service
VH-2048,North,100372,2016-06-28,9,37.056759787520406,Major_Service
VH-2049,South,76963,2018-04-16,7,13.342408382081182,Tire_Rotation
VH-2050,West,27017,2022-04-19,3,24.96171485609722,Oil_Change
VH-2051,East,157958,2012-06-06,13,34.956146716948275,Major_Service
VH-2052,Central,91739,2016-08-22,8,17.790291661015303,Major_Service
VH-2053,West,18288,2023-07-08,1,38.433226224236016,Oil_Change
VH-2054,Central,47312,2020-08-28,4,33.401126118341395,Tire_Rotation
VH-2055,East,16566,2023-05-17,2,30.171718532675907,Oil_Change
VH-2056,East,108268,2015-12-11,9,46.57380249338205,Major_Service
VH-2057,East,25445,2022-07-31,2,25.20256520687652,Oil_Change
VH-2058,North,100606,2017-02-28,8,26.8007293354416,Major_Service
VH-2059,South,53682,2020-11-26,4,18.369874109714154,Tire_Rotation
VH-2060,North,104598,2015-11-02,9,34.11176763553595,Major_Service
VH-2061,Central,150921,2012-06-12,13,,Major_Service
VH-2062,West,171924,2010-09-06,14,44.04481418972556,Major_Service
VH-2063,South,161816,2011-11-02,13,39.003178093598706,Major_Service
VH-2064,North,30121,2022-03-08,3,33.54203672446915,Oil_Change
VH-2065,East,152663,2012-08-01,12,22.782373508209446,Major_Service
VH-2066,North,120679,2015-02-25,10,18.14721779493273,Major_Service
VH-2067,Central,72412,2019-02-01,6,25.875296719655033,Tire_Rotation
VH-2068,South,174375,2011-04-22,14,25.71609990585063,Major_Service
VH-2069,South,36475,2021-12-20,3,21.113565843360366,Oil_Change
VH-2070,East,115498,2015-12-16,9,16.34073017578722,Oil_Change
VH-2071,West,170217,2010-08-12,14,11.990235022544699,Major_Service
VH-2072,West,76822,2018-01-25,7,36.96243083485222,Tire_Rotation
VH-2073,South,128197,2014-07-12,10,38.52182741759144,Major_Service
VH-2074,South,157358,2012-03-28,13,33.857164490015904,Major_Service
VH-2075,West,56208,2020-05-19,5,4.979605217030102,Tire_Rotation
VH-2076,West,92741,2017-04-12,8,22.418718177752616,Major_Service
VH-2077,East,94555,2017-05-11,8,36.43022050806155,Major_Service
VH-2078,South,90784,2017-04-11,8,22.005801798252026,Major_Service
VH-2079,South,145215,2013-05-09,12,29.30146433147056,Major_Service
VH-2080,West,136692,2013-04-24,12,39.56507662889932,Major_Service
VH-2081,North,166528,2011-05-02,14,43.338620756504454,Major_Service
VH-2082,East,50235,2020-08-13,4,34.16258358434195,Tire_Rotation
VH-2083,East,82030,2018-05-18,7,36.825537876116904,Tire_Rotation
VH-2084,Central,169563,2010-01-22,15,18.206280048375323,Major_Service
VH-2085,East,154074,2012-08-01,12,44.576004234353306,Major_Service
VH-2086,East,157471,2011-11-16,13,29.969217486908033,Major_Service
VH-2087,South,88966,2018-03-04,7,29.671890650655662,Tire_Rotation
VH-2088,East,23558,2023-03-27,2,19.574338652854074,Tire_Rotation
VH-2089,Central,12348,2023-08-02,1,22.131903009443956,Oil_Change
VH-2090,North,179842,2010-04-23,15,34.55165747130974,Major_Service
VH-2091,North,107372,2016-11-13,8,28.511141949694075,Major_Service
VH-2092,East,122696,2014-06-27,11,33.80706958585843,Major_Service
VH-2093,West,93614,2017-09-02,7,8.562902750177553,Major_Service
VH-2094,East,97839,2017-06-19,8,,Major_Service
VH-2095,North,35060,2021-11-22,3,28.36099028392747,Oil_Change
VH-2096,Central,94881,2016-12-02,8,24.108217096388138,Major_Service
VH-2097,North,127096,2014-01-05,11,41.726288853658446,Major_Service
VH-2098,Central,86748,2017-11-05,7,,Major_Service
VH-2099,Central,85887,2017-11-16,7,,Tire_Rotation
VH-2100,Central,46614,2021-08-27,3,30.922006603941746,Oil_Change
VH-2101,West,122289,2014-10-12,10,20.846051356648964,Major_Service
VH-2102,West,163277,2011-08-05,13,,Major_Service
VH-2103,Central,12765,2023-03-25,2,41.88590612765519,Oil_Change
VH-2104,West,148235,2012-12-29,12,41.333837332909546,Major_Service
VH-2105,North,139161,2013-07-22,11,19.247822540636665,Major_Service
VH-2106,West,77970,2018-07-22,6,36.39301888264776,Oil_Change
VH-2107,South,111025,2015-10-23,9,34.42291724466951,Major_Service
VH-2108,South,27667,2022-08-29,2,28.831287561348677,Oil_Change
VH-2109,West,78652,2019-01-29,6,,Tire_Rotation
VH-2110,East,98567,2016-07-28,8,20.291272551556904,Major_Service
VH-2111,Central,62011,2020-12-10,4,31.750345561168857,Tire_Rotation
VH-2112,North,169063,2010-10-04,14,13.009449799789742,Oil_Change
